utente/$/$/hotel,b
"lisa/$/$/The Alexandrian, Autograph Collection",0.0

lisa/$/$/Norwood Inn and Suites,0.09

lisa/$/$/Western Inn-glacier Park,0.03

lisa/$/$/Sleep Inn At Harbour View,0.0

lisa/$/$/Microtel Inn and Suites By Wyndham Burlington,0.0

"Gettaway Gal/$/$/The Alexandrian, Autograph Collection",0.0

"katherine/$/$/The Alexandrian, Autograph Collection",0.09

"Emme/$/$/The Alexandrian, Autograph Collection",0.0

"DZ/$/$/The Alexandrian, Autograph Collection",0.09

"Arslan Khan/$/$/The Alexandrian, Autograph Collection",0.09

"JD/$/$/The Alexandrian, Autograph Collection",0.0

"Atsuko/$/$/The Alexandrian, Autograph Collection",0.5

"V. Wall/$/$/The Alexandrian, Autograph Collection",0.5

"w bruce/$/$/The Alexandrian, Autograph Collection",0.0

"yves/$/$/The Alexandrian, Autograph Collection",0.5

"Joanna/$/$/The Alexandrian, Autograph Collection",0.0

Joanna/$/$/Sombrero Resort and Marina,0.1

Joanna/$/$/Sheraton Offenbach Hotel,0.0

"M Kent/$/$/The Alexandrian, Autograph Collection",0.0

"Peggy & Michael/$/$/The Alexandrian, Autograph Collection",0.09

"SuzieQ/$/$/The Alexandrian, Autograph Collection",0.09

"JG/$/$/The Alexandrian, Autograph Collection",0.0

"dave/$/$/The Alexandrian, Autograph Collection",0.0

dave/$/$/Quality Inn Johnson City,0.0

dave/$/$/Hawthorn Suites Dayton North,0.0

dave/$/$/Red Roof Inn Cedar Rapids,0.0

"Charlene Covington/$/$/The Alexandrian, Autograph Collection",0.0

"Jodiferous/$/$/The Alexandrian, Autograph Collection",0.09

"SB/$/$/The Alexandrian, Autograph Collection",0.09

"Jens/$/$/The Alexandrian, Autograph Collection",0.0

Jens/$/$/Sheraton Offenbach Hotel,0.06

Jens/$/$/Hyatt Place Pittsburgh Cranberry,0.49

Jens/$/$/Hotel Garibaldi,0.06

"chris/$/$/The Alexandrian, Autograph Collection",0.5

chris/$/$/Baymont Inn and Suites Enid,0.08

chris/$/$/Hampton Inn Fayetteville Fort Bragg,0.03

chris/$/$/Discovery Inn,0.12

chris/$/$/Knights Inn Amarillo Airport,0.17

chris/$/$/Quality Inn,0.04

chris/$/$/Quality Inn and Suites Irvine Spectrum,0.07

chris/$/$/Dockers Inn,0.02

"Carol Daugherty Rasnic/$/$/The Alexandrian, Autograph Collection",0.09

"JOAN/$/$/The Alexandrian, Autograph Collection",0.0

JOAN/$/$/Americinn Coralville,0.0

"CEC/$/$/The Alexandrian, Autograph Collection",0.09

"Donovan/$/$/The Alexandrian, Autograph Collection",0.5

"edward j/$/$/The Alexandrian, Autograph Collection",0.0

"Korey/$/$/The Alexandrian, Autograph Collection",0.09

"Heath/$/$/The Alexandrian, Autograph Collection",0.09

"Ms. Martin/$/$/The Alexandrian, Autograph Collection",0.5

"Tanya/$/$/The Alexandrian, Autograph Collection",0.16

Tanya/$/$/Super 8 Manhattan Ks,0.22

Tanya/$/$/Americas Best Value Inn,0.23

Tanya/$/$/Holiday Inn Express & Suites Phoenix Downtown - Ballpark,0.19

Tanya/$/$/Hampton Inn Virginia Beach Oceanfront North,0.07

Tanya/$/$/Comfort Inn Huntingdon,0.19

"Tabi/$/$/The Alexandrian, Autograph Collection",0.09

"jellybean/$/$/The Alexandrian, Autograph Collection",0.0

"Shawnna/$/$/The Alexandrian, Autograph Collection",0.09

"Tucson traveler/$/$/The Alexandrian, Autograph Collection",0.09

"greg/$/$/The Alexandrian, Autograph Collection",0.0

greg/$/$/Super 8 Bradenton Sarasota Area,0.0

"James S/$/$/The Alexandrian, Autograph Collection",0.09

James S/$/$/Super 8 Motel Fairmont,0.14

James S/$/$/Americinn Lodge Suites Princeton,0.0

James S/$/$/Holiday Inn Express Grove City (outlet Center),0.08

James S/$/$/Homewood Suites By Hilton Albuquerque - Journal Center,0.08

"DANIEL J/$/$/The Alexandrian, Autograph Collection",0.0

"Jim C/$/$/The Alexandrian, Autograph Collection",0.0

Jim C/$/$/Mountain Lodge At Telluride - A Noble House Resort,0.0

Jim C/$/$/Hotel Valencia Santana Row,0.0

Jim C/$/$/Quality Inn and Suites Irvine Spectrum,0.08

"simon/$/$/The Alexandrian, Autograph Collection",0.0

simon/$/$/Melia Paris Champs-elyses,0.05

"Bevan/$/$/The Alexandrian, Autograph Collection",0.5

"Kellee/$/$/The Alexandrian, Autograph Collection",0.09

"J. Bivins/$/$/The Alexandrian, Autograph Collection",0.09

"Spencer/$/$/The Alexandrian, Autograph Collection",0.0

Spencer/$/$/Hilton Garden Inn Austin Nw - Arboretum,0.08

"Valerie/$/$/The Alexandrian, Autograph Collection",0.05

Valerie/$/$/Hilton Garden Inn Austin Nw - Arboretum,0.13

Valerie/$/$/Jacksonville Plaza Hotel and Suites,0.09

Valerie/$/$/Microtel Inn By Wyndham Knoxville,0.13

Valerie/$/$/Hotel Garibaldi,0.07

Valerie/$/$/Quality Inn and Suites Irvine Spectrum,0.13

Valerie/$/$/Quality Inn and Suites Big Rapids,0.11

"Oliver/$/$/The Alexandrian, Autograph Collection",0.0

"Barry/$/$/The Alexandrian, Autograph Collection",0.11

Barry/$/$/Best Western Plus French Quarter Landmark Hotel,0.08

Barry/$/$/Holiday Inn Express - Harrisburg East,0.13

Barry/$/$/Harrah's Laughlin Hotel and Casino,0.18

Barry/$/$/Hilton San Diego Airport/harbor Island,0.14

Barry/$/$/Comfort Inn Birmingham - Irondale,0.21

Barry/$/$/Hampton Inn Virginia Beach Oceanfront North,0.57

Barry/$/$/Courtyard By Marriott Rockaway Mount Arlington,0.13

"BlueJ/$/$/The Alexandrian, Autograph Collection",0.0

"David E/$/$/The Alexandrian, Autograph Collection",0.09

"marcia/$/$/The Alexandrian, Autograph Collection",0.5

"jim/$/$/The Alexandrian, Autograph Collection",0.02

jim/$/$/Hampton Inn New Orleans - Downtown,0.0

jim/$/$/Hampton Inn Fayetteville Fort Bragg,0.05

jim/$/$/Hilton Garden Inn Austin Nw - Arboretum,0.08

jim/$/$/Candlewood Suites Huntersville,0.07

"Patricia Cather/$/$/The Alexandrian, Autograph Collection",0.09

"Lisa G/$/$/The Alexandrian, Autograph Collection",0.0

Lisa G/$/$/Hampton Inn and Suites Annapolis,0.03

"Ya Hui/$/$/The Alexandrian, Autograph Collection",0.09

"F Parjus/$/$/The Alexandrian, Autograph Collection",0.5

"nygabby1/$/$/The Alexandrian, Autograph Collection",0.09

"TRPB/$/$/The Alexandrian, Autograph Collection",0.0

"John Davis/$/$/The Alexandrian, Autograph Collection",0.09

"Stefani/$/$/The Alexandrian, Autograph Collection",0.0

"SDS/$/$/The Alexandrian, Autograph Collection",0.09

"Eileen/$/$/The Alexandrian, Autograph Collection",0.0

"JEAN LUC/$/$/The Alexandrian, Autograph Collection",0.5

"Missy/$/$/The Alexandrian, Autograph Collection",0.0

Missy/$/$/Super 8 Worthington Minnesota,0.0

"Carrie/$/$/The Alexandrian, Autograph Collection",0.0

Carrie/$/$/Villa Carlotta,0.0

Carrie/$/$/Red Rest Inn,0.05

Carrie/$/$/Grand Hotel Cadenabbia,0.05

Carrie/$/$/Brightwood Inn Country Inn,0.0

Carrie/$/$/Best Western Hartford Hotel & Suites,0.04

Carrie/$/$/Americas Best Value Inn,0.08

"Stuart/$/$/The Alexandrian, Autograph Collection",0.09

Stuart/$/$/Comfort Inn,0.1

Stuart/$/$/Comfort Inn Deland - Near University,0.16

Stuart/$/$/Holiday Inn Express San Clemente,0.08

"Tess/$/$/The Alexandrian, Autograph Collection",0.0

"SG/$/$/The Alexandrian, Autograph Collection",0.09

"Taneshia/$/$/The Alexandrian, Autograph Collection",0.0

"TOM/$/$/The Alexandrian, Autograph Collection",0.09

"MM/$/$/The Alexandrian, Autograph Collection",0.09

"Ulrich/$/$/The Alexandrian, Autograph Collection",0.09

"Cal/$/$/The Alexandrian, Autograph Collection",0.0

"KAREN/$/$/The Alexandrian, Autograph Collection",0.1

KAREN/$/$/Extended Stay America - Rockford - I-90,0.21

KAREN/$/$/Comfort Inn - Springfield,0.16

"Jim H/$/$/The Alexandrian, Autograph Collection",0.0

Jim H/$/$/Holiday Inn Express Hotel and Suites Raleigh-wakefield,0.0

Jim H/$/$/La Quinta Inn Calhoun,0.0

Jim H/$/$/The Concorde Inn,0.0

"joan/$/$/The Alexandrian, Autograph Collection",0.0

joan/$/$/Brightwood Inn Country Inn,0.09

"J AND B/$/$/The Alexandrian, Autograph Collection",0.0

"Meghan/$/$/The Alexandrian, Autograph Collection",0.1

Meghan/$/$/Hyatt House Colorado Springs,0.15

"Geoff/$/$/The Alexandrian, Autograph Collection",0.5

"Kurt/$/$/The Alexandrian, Autograph Collection",0.0

Kurt/$/$/Inter-hotel Orlans Nord,0.06

Kurt/$/$/Comfort Inn Huntingdon,0.04

"Trishia/$/$/The Alexandrian, Autograph Collection",0.09

"Nasser/$/$/The Alexandrian, Autograph Collection",0.0

"Syed/$/$/The Alexandrian, Autograph Collection",0.09

"Jimmie/$/$/The Alexandrian, Autograph Collection",0.0

"Shari Shink/$/$/The Alexandrian, Autograph Collection",0.09

"joel/$/$/The Alexandrian, Autograph Collection",0.05

joel/$/$/Bayside Resort Hotel,0.1

"Janell/$/$/The Alexandrian, Autograph Collection",0.0

Janell/$/$/Hotel Adler Cavalieri,0.49

"Mariana/$/$/The Alexandrian, Autograph Collection",0.0

"Jenn/$/$/The Alexandrian, Autograph Collection",0.5

Jenn/$/$/Howard Johnson Inn - Newburgh,0.12

"marie/$/$/The Alexandrian, Autograph Collection",0.0

marie/$/$/Norwood Inn and Suites,0.15

"MrsW/$/$/The Alexandrian, Autograph Collection",0.5

"Scout/$/$/The Alexandrian, Autograph Collection",0.0

"Tonia/$/$/The Alexandrian, Autograph Collection",0.0

"debbie/$/$/The Alexandrian, Autograph Collection",0.1

debbie/$/$/Holiday Inn Express & Suites Phoenix Downtown - Ballpark,0.16

debbie/$/$/Best Western Plus Kelly Inn,0.11

"richie/$/$/The Alexandrian, Autograph Collection",0.0

"Rodney W. Smith/$/$/The Alexandrian, Autograph Collection",0.5

"Gbolahan Lawal/$/$/The Alexandrian, Autograph Collection",0.0

"Leslie/$/$/The Alexandrian, Autograph Collection",0.03

Leslie/$/$/Extended Stay America - Raleigh - Cary - Regency Parkway S,0.12

Leslie/$/$/Residence Inn By Marriott Hartford Downtown,0.09

Leslie/$/$/Holiday Inn Express San Clemente,0.48

"Ana/$/$/The Alexandrian, Autograph Collection",0.0

Ana/$/$/Hampton Inn Fayetteville Fort Bragg,0.02

Ana/$/$/Fiesta Inn Centro Historico,0.0

Ana/$/$/Chelsea Inn,0.01

Ana/$/$/Hampton Inn Tucson-airport,0.0

Ana/$/$/La Quinta Inn and Suites Miami Cutler Bay,0.41

Ana/$/$/The Inn At Bella Vista,0.0

Ana/$/$/Americas Best Value Inn - Medical Center/airport,0.05

"Al Thompson/$/$/The Alexandrian, Autograph Collection",0.0

"Nicky Maritno/$/$/The Alexandrian, Autograph Collection",0.5

"Lisa, Mateo & Micah/$/$/The Alexandrian, Autograph Collection",0.09

"tcline88/$/$/Hotel Monaco Chicago, A Kimpton Hotel",0.0

"Rogenea/$/$/Hotel Monaco Chicago, A Kimpton Hotel",0.0

"AnnaAradia2769/$/$/Hotel Monaco Chicago, A Kimpton Hotel",0.0

"cressb/$/$/Hotel Monaco Chicago, A Kimpton Hotel",0.0

"ess8duke/$/$/Hotel Monaco Chicago, A Kimpton Hotel",0.0

"RC2002/$/$/Hotel Monaco Chicago, A Kimpton Hotel",0.0

"glim/$/$/Hotel Monaco Chicago, A Kimpton Hotel",0.0

"dweebe/$/$/Hotel Monaco Chicago, A Kimpton Hotel",0.0

"shehzad/$/$/Hotel Monaco Chicago, A Kimpton Hotel",0.0

"danielhillard/$/$/Hotel Monaco Chicago, A Kimpton Hotel",0.0

MARIE/$/$/Hilton Garden Inn Kauai Wailua Bay,0.46

MELANIE/$/$/Hilton Garden Inn Kauai Wailua Bay,0.0

Jaclyn/$/$/Hilton Garden Inn Kauai Wailua Bay,0.0

Jaclyn/$/$/Holiday Inn Express & Suites Crossville,0.0

Benetta/$/$/Hilton Garden Inn Kauai Wailua Bay,0.46

663jamesk/$/$/Hilton Garden Inn Kauai Wailua Bay,0.13

Kah/$/$/Hilton Garden Inn Kauai Wailua Bay,0.13

jess720/$/$/Hilton Garden Inn Kauai Wailua Bay,0.13

Kaci/$/$/Hilton Garden Inn Kauai Wailua Bay,0.46

sammiekarenw/$/$/Hilton Garden Inn Kauai Wailua Bay,0.0

cnnamongirl90/$/$/Hilton Garden Inn Kauai Wailua Bay,0.13

Gregory H/$/$/Hilton Garden Inn Kauai Wailua Bay,0.13

Stewart B/$/$/Hilton Garden Inn Kauai Wailua Bay,0.13

L2454PPchris/$/$/Hilton Garden Inn Kauai Wailua Bay,0.0

olegsa2016/$/$/Hilton Garden Inn Kauai Wailua Bay,0.13

GRUTO/$/$/Hilton Garden Inn Kauai Wailua Bay,0.13

Anjana K/$/$/Hilton Garden Inn Kauai Wailua Bay,0.0

Travis/$/$/Holiday Inn Express Hotel and Suites Memphis Southwind,0.0

Travis/$/$/Hilton Garden Inn Austin Nw - Arboretum,0.0

Travis/$/$/Baymont Inn & Suites Griffin,0.0

Travis/$/$/Homewood Suites - Mall of America,0.0

Travis/$/$/Palm Suites,0.04

Travis/$/$/Super 8 Blackwell Ok,0.0

Travis/$/$/Residence Inn By Marriott Hartford Downtown,0.0

Travis/$/$/Quality Inn Long Beach Airport,0.09

Travis/$/$/Brightwood Inn Country Inn,0.0

Rodney Zimmerman/$/$/Holiday Inn Express Hotel and Suites Memphis Southwind,0.44

Terrance/$/$/Holiday Inn Express Hotel and Suites Memphis Southwind,0.0

Terrance/$/$/La Quinta Inn and Suites Hopkinsville,0.0

Hannah/$/$/Holiday Inn Express Hotel and Suites Memphis Southwind,0.0

Hannah/$/$/Villa Carlotta,0.0

Hannah/$/$/Americas Best Value Inn and Suites,0.0

Hannah/$/$/Fiesta Inn and Suites,0.14

Hannah/$/$/Inturotel Esmeralda Park,0.0

Babette/$/$/Holiday Inn Express Hotel and Suites Memphis Southwind,0.13

Olivia/$/$/Holiday Inn Express Hotel and Suites Memphis Southwind,0.0

Olivia/$/$/Plaza Hotel and Casino - Las Vegas,0.0

Olivia/$/$/Ip Casino Resort Spa,0.0

JAMES A/$/$/Holiday Inn Express Hotel and Suites Memphis Southwind,0.0

Aerick/$/$/Holiday Inn Express Hotel and Suites Memphis Southwind,0.0

Charles Reed/$/$/Holiday Inn Express Hotel and Suites Memphis Southwind,0.13

Snow Aeris/$/$/Holiday Inn Express Hotel and Suites Memphis Southwind,0.44

Kasey/$/$/Holiday Inn Express Hotel and Suites Memphis Southwind,0.0

Kasey/$/$/Days Inn Ruther Glen Kings Dominion Area,0.0

Jake/$/$/Holiday Inn Express Hotel and Suites Memphis Southwind,0.0

Jake/$/$/Super 8 Batesville Ar,0.0

Jake/$/$/Arizona Inn of Prescott Valley,0.0

Jake/$/$/Sportsmen's Lodge,0.0

Jessyca/$/$/Holiday Inn Express Hotel and Suites Memphis Southwind,0.13

Homeward Bound/$/$/Holiday Inn Express Hotel and Suites Memphis Southwind,0.0

Jennifer L/$/$/Holiday Inn Express Hotel and Suites Memphis Southwind,0.0

Jennifer L/$/$/Best Western Hospitality Hotel and Suites,0.0

Neka/$/$/Holiday Inn Express Hotel and Suites Memphis Southwind,0.13

April/$/$/Holiday Inn Express Hotel and Suites Memphis Southwind,0.0

April/$/$/Candlewood Suites Huntersville,0.0

April/$/$/Fireside Inn Santa Cruz,0.0

April/$/$/Hotel Aura Sfo,0.0

April/$/$/Holiday Inn Express & Suites West Monroe,0.4

KimHagedorn/$/$/Holiday Inn Express Hotel and Suites Memphis Southwind,0.13

vivi/$/$/Holiday Inn Express Hotel and Suites Memphis Southwind,0.0

Ernest/$/$/Holiday Inn Express Hotel and Suites Memphis Southwind,0.0

Ernest/$/$/Gardena Terrace Inn,0.0

Ernest/$/$/Best Western Hospitality Hotel and Suites,0.0

Lynora/$/$/Holiday Inn Express Hotel and Suites Memphis Southwind,0.13

Bryan Gerrells/$/$/Holiday Inn Express Hotel and Suites Memphis Southwind,0.44

LVMac/$/$/Mountain Lodge At Telluride - A Noble House Resort,0.07

Joanne/$/$/Mountain Lodge At Telluride - A Noble House Resort,0.0

Joanne/$/$/Tidewater Inn,0.07

Joanne/$/$/Villa Carlotta,0.0

Joanne/$/$/Chelsea Inn,0.44

Joanne/$/$/Parkside Inn At Incline,0.03

Joanne/$/$/Hyatt Place Pittsburgh Cranberry,0.02

Joanne/$/$/Hampton Inn Tucson-airport,0.0

Joanne/$/$/Hotel Valencia Santana Row,0.0

Joanne/$/$/Wingate By Wyndham Chantilly / Dulles Airport,0.0

Wendyjo4/$/$/Mountain Lodge At Telluride - A Noble House Resort,0.07

Jjmom85/$/$/Mountain Lodge At Telluride - A Noble House Resort,0.0

Ty/$/$/Mountain Lodge At Telluride - A Noble House Resort,0.0

Ty/$/$/Plaza Hotel and Casino - Las Vegas,0.0

Ty/$/$/Cherry Orchard Inn,0.0

SarraFay/$/$/Mountain Lodge At Telluride - A Noble House Resort,0.07

RS/$/$/Mountain Lodge At Telluride - A Noble House Resort,0.0

Warren/$/$/Mountain Lodge At Telluride - A Noble House Resort,0.01

Warren/$/$/Fairfield Inn & Suites Atlanta Perimeter Center,0.09

Warren/$/$/Super 8 Batesville Ar,0.11

Warren/$/$/Days Inn and Suites Albany,0.2

Warren/$/$/Holiday Inn Express & Suites Crossville,0.08

Warren/$/$/Knights Inn Carmel Hill,0.15

Rae/$/$/Mountain Lodge At Telluride - A Noble House Resort,0.0

Jeanette/$/$/Mountain Lodge At Telluride - A Noble House Resort,0.49

Jeanette/$/$/Candlewood Suites Eugene Springfield,0.0

James Hill/$/$/Mountain Lodge At Telluride - A Noble House Resort,0.0

T/$/$/Mountain Lodge At Telluride - A Noble House Resort,0.0

T/$/$/Country Inn and Suites By Carlson,0.0

T/$/$/Norwood Inn and Suites,0.12

T/$/$/Gardena Terrace Inn,0.4

T/$/$/Western Inn-glacier Park,0.08

T/$/$/Travelodge Anaheim Convention Center,0.33

T/$/$/Bayside Resort Hotel,0.46

T/$/$/Comfort Inn and Suites Bend,0.0

T/$/$/Hotel Roc Flamingo,0.42

T/$/$/Lamothe House,0.03

T/$/$/Greenstay Hotel and Suites,0.02

T/$/$/Comfort Inn and Suites,0.0

Rachel W/$/$/Mountain Lodge At Telluride - A Noble House Resort,0.07

Tim19681968/$/$/Mountain Lodge At Telluride - A Noble House Resort,0.07

elvira from TX/$/$/Mountain Lodge At Telluride - A Noble House Resort,0.07

annmarlin/$/$/Mountain Lodge At Telluride - A Noble House Resort,0.07

TravelingBrazs/$/$/Mountain Lodge At Telluride - A Noble House Resort,0.0

Michael S/$/$/Mountain Lodge At Telluride - A Noble House Resort,0.49

Michael S/$/$/Hampton Inn & Suites Fort Worth-west-i-30,0.0

Michael S/$/$/Howard Johnson Inn - Newburgh,0.13

Michael S/$/$/High Desert Motel,0.0

Michael S/$/$/Best Western of Long Beach,0.02

Michael S/$/$/Holiday Inn Express Hotel and Suites Hesperia,0.0

kavacowgrl/$/$/Mountain Lodge At Telluride - A Noble House Resort,0.07

Amy H/$/$/Mountain Lodge At Telluride - A Noble House Resort,0.04

Amy H/$/$/Fort Conde Inn,0.0

Amy H/$/$/Elk Springs Resort,0.04

Dana J/$/$/Mountain Lodge At Telluride - A Noble House Resort,0.07

Trish/$/$/Mountain Lodge At Telluride - A Noble House Resort,0.16

Trish/$/$/Howard Johnson Inn - Newburgh,0.31

Trish/$/$/Holiday Inn Express Hotel and Suites Va Beach Oceanfront,0.13

kpsamsara/$/$/Mountain Lodge At Telluride - A Noble House Resort,0.07

Daniel Chelgren/$/$/Mountain Lodge At Telluride - A Noble House Resort,0.49

Bpsully/$/$/Mountain Lodge At Telluride - A Noble House Resort,0.07

sjshicks/$/$/Mountain Lodge At Telluride - A Noble House Resort,0.0

j g/$/$/Mountain Lodge At Telluride - A Noble House Resort,0.0

j g/$/$/Casa Del Mar Inn Bandb,0.03

BarryM5253/$/$/Mountain Lodge At Telluride - A Noble House Resort,0.07

Ryan S/$/$/Mountain Lodge At Telluride - A Noble House Resort,0.07

Johndx33/$/$/Mountain Lodge At Telluride - A Noble House Resort,0.49

Stephanie S/$/$/Mountain Lodge At Telluride - A Noble House Resort,0.04

Stephanie S/$/$/La Quinta Inn Calhoun,0.05

Stephanie S/$/$/40 Berkeley Hostel,0.14

Val R/$/$/Mountain Lodge At Telluride - A Noble House Resort,0.07

jeffrozic/$/$/Mountain Lodge At Telluride - A Noble House Resort,0.07

kgburch/$/$/Mountain Lodge At Telluride - A Noble House Resort,0.07

fred/$/$/Mountain Lodge At Telluride - A Noble House Resort,0.07

fred/$/$/Marriott's Mountainside At Park City,0.11

Tamitha Darling A/$/$/Mountain Lodge At Telluride - A Noble House Resort,0.0

Travelin59/$/$/Mountain Lodge At Telluride - A Noble House Resort,0.49

Katherine W/$/$/Mountain Lodge At Telluride - A Noble House Resort,0.07

BobbieMac421/$/$/Mountain Lodge At Telluride - A Noble House Resort,0.07

Diana C/$/$/Mountain Lodge At Telluride - A Noble House Resort,0.02

Diana C/$/$/La Quinta Inn Calhoun,0.04

Jules/$/$/Mountain Lodge At Telluride - A Noble House Resort,0.0

Jules/$/$/Quality Inn Long Beach Airport,0.0

Merisa G/$/$/Mountain Lodge At Telluride - A Noble House Resort,0.0

cheryl1315/$/$/Mountain Lodge At Telluride - A Noble House Resort,0.07

Mountain Lodge Telluride/$/$/Mountain Lodge At Telluride - A Noble House Resort,0.0

Deana M/$/$/Mountain Lodge At Telluride - A Noble House Resort,0.07

Kendria C/$/$/Mountain Lodge At Telluride - A Noble House Resort,0.07

bryshea/$/$/Mountain Lodge At Telluride - A Noble House Resort,0.07

Imaspacecowboy/$/$/Mountain Lodge At Telluride - A Noble House Resort,0.0

High-Five-NY/$/$/Mountain Lodge At Telluride - A Noble House Resort,0.0

DeniseG17/$/$/Mountain Lodge At Telluride - A Noble House Resort,0.07

David Pitts/$/$/Mountain Lodge At Telluride - A Noble House Resort,0.07

mtnseastar/$/$/Mountain Lodge At Telluride - A Noble House Resort,0.07

Yasser M/$/$/Mountain Lodge At Telluride - A Noble House Resort,0.07

Stephanie C/$/$/Mountain Lodge At Telluride - A Noble House Resort,0.07

Marque G/$/$/Mountain Lodge At Telluride - A Noble House Resort,0.0

UofA1/$/$/Mountain Lodge At Telluride - A Noble House Resort,0.07

lynn/$/$/Mountain Lodge At Telluride - A Noble House Resort,0.02

lynn/$/$/Americas Best Value Inn and Suites,0.1

doka937/$/$/Mountain Lodge At Telluride - A Noble House Resort,0.07

vince/$/$/Mountain Lodge At Telluride - A Noble House Resort,0.0

vince/$/$/Americas Best Value Inn,0.0

ChrisN6/$/$/Mountain Lodge At Telluride - A Noble House Resort,0.07

Sn0wJunkie/$/$/Mountain Lodge At Telluride - A Noble House Resort,0.07

dhdelco/$/$/Mountain Lodge At Telluride - A Noble House Resort,0.0

James K/$/$/Mountain Lodge At Telluride - A Noble House Resort,0.07

James K/$/$/Rodeway Inn,0.19

FactsPlease/$/$/Mountain Lodge At Telluride - A Noble House Resort,0.0

Jill H/$/$/Mountain Lodge At Telluride - A Noble House Resort,0.07

Kenneth H/$/$/Mountain Lodge At Telluride - A Noble House Resort,0.07

joeparkertile/$/$/Mountain Lodge At Telluride - A Noble House Resort,0.07

K SnowAngel_K/$/$/Mountain Lodge At Telluride - A Noble House Resort,0.07

family048/$/$/Mountain Lodge At Telluride - A Noble House Resort,0.07

Retired40/$/$/Mountain Lodge At Telluride - A Noble House Resort,0.49
